"JJ Connell Co.","3015 N. Lester Jones Ave. Springfield, MO 65803","888-522-6099",http://www.jjconnellco.com/
"Lift Truck Sales & Service Inc. (Clarklift of Kansas City)","2720 Nicholson Road, Kansas Ctiy MO 64120","816-241-6360",http://www.lifttrucksalesinc.com/
"JJ Connell Co.","JJ CONNELL CO. 1225 Ozark St. North Kansas City MO 64116","816-241-6700",http://www.jjconnellco.com/
"Hugg & Hall Equipment","331 Agnes Drive, Springdale AR 76762","479-361-1262 / 888-340-6808",http://www.hugghall.com/
"Hugg & Hall Equipment","5109 West 21st Street, Tulsa OK 74107","918-438-7200 / 888-340-6808",http://www.hugghall.com/
"Lift Truck Center, Inc.","4000 W. 33rd Circle South, Wichita KS 67217","316-942-7465",http://www.ltcenter.com/
"Hugg & Hall Equipment","7101 South Zero Street, Ft. Smith AR 72903","479-648-3322 / 888-340-6808",http://www.hugghall.com/
"JJ Connell Co.","JJ CONNELL CO. 5930 North Hanley St. Louis MO 63134","314-522-6099",http://www.jjconnellco.com/
"JJ Connell Co.","5930 North Hanley, Springfield MO 63134","314-522-6099 / 888-522-6099",http://www.jjconnellco.com/
"A D Lift Truck","5434 Natural Bridge Ave St. Louis, MO 63120","314.389.1700",http://adlifttruck.com/
"Hugg & Hall Equipment","4700 North Bryant Ave, Oklahoma City OK 73121","405-670-4343 / 800-593-2830",http://www.hugghall.com/
"Hugg & Hall Equipment","7201 Scott Hamilton Dr., Little Rock AR 72209","501-562-1262 / 888-340-6808",http://www.hugghall.com/
"Van Wall Lift Truck","13747 Industrial Road, Omaha NE 68137","866-891-1024",http://www.vanwalllift.com/
"Hugg & Hall Equipment","2828 Quality Way, Jonesboro AR 72401","870-931-1262 / 888-340-6808",http://www.hugghall.com/
"Van Wall Lift Truck","1468 West A Ave., Nevada IA 50201","515-382-2222",http://www.vanwalllift.com/
