"Mobilift of Burlington, Inc.","572 Trollingwood/Hawfields Road, Burlington NC 27302","336-578-1000 / 888-928-2635",http://www.mobiliftnc.com/
"Mobilift of Burlington dba Cape Fear Lift Trucks","1200 South Eastern Blvd., Fayetteville NC 28306","910-486-4200 / 888-928-2635",http://www.mobiliftnc.com/
"Mobilift of Burlington, Inc. High Point","1399 Lorraine Avenue, High Point NC 27263","336-434-4505 / 888-928-2635",http://www.mobiliftnc.com/
"Atlantic Forklift Services, LLC","5509 David Cox Road, Charlotte NC 28269","704-816-8960",https://www.atlanticforkliftservices.com/
"Jefferds Corporation (Homestead)","420 Bradley Drive, Lynchburg VA 24506","434-845-4699",http://www.jefferds.com/
"Jefferds Corporation (Homestead)","3218 Salem Turnpike, NW, Roanoke VA 24017","540-344-0911",http://www.jefferds.com/
"Southeast Industrial Equipment","5130 Commerce Road Richmond VA 23234","804‐714‐0799 / 866-696-9125",https://sielift.com/
"Alliance Material Handling, Inc.","5006 Byrd Industrial Drive, Richmond VA 23231","866 264 5438 / 804-222-7550",http://www.alliancemat.com/
"Jefferds Corporation (Homestead)","Jefferds Corporation (Homestead) 223 Lee Highway Chilhowie VA 24319","276-646-0240 / 888-848-6216",http://www.jefferds.com/
"Southeast Industrial Equipment","3534 Business Center Drive, Chesapeake VA 23323","757‐512‐1024 / 866-696-9125",https://sielift.com/
"Jefferds Corporation (Homestead)","961 Laurel Hill Rd., Verona 24482","540-248-3600",http://www.jefferds.com/
"Atlantic Forklift Service","1009-B Ferguson Street, Columbia SC 29205","803-714-3330 / (803) 677-1216",http://www.atlanticforkliftservices.com/
"Alliance Material Handling, Inc","921B Corporate Lane Chesapeake VA 23320","866 264 5438",http://www.alliancemat.com/
"Atlantic Forklift Service","2355 Highway 101 South, Suite Greer SC 29651","864-479-1555 / (864) 499-8288",http://www.atlanticforkliftservices.com/
"Southeast Industrial Equipment","9861 Highway 78, Ladson SC 29456","843-552-4825 / 866-696-9125",https://sielift.com/
