"Duke Equipment Inc. DBA Florida Forklift","5155 Recker Hwy Winter Haven, Florida 33880","(863) 967-0607",https://www.floridaforklift.com/
"Duke Equipment DBA Florida Forklift","3321 N 40th St Tampa, FL 33605","(813)623-5251",https://www.floridaforklift.com/
"WE Johnson Equipment","2120 Park 82 Fort Myers, FL 33905","239-287-0314 / (239) 888-0436 - Parts and Service",http://wej-fl.com/
"JAMCO Inc.","3800 Enterprise Way, Suite 1110 Sanford FL 32771","866-848-5400",http://www.jamco1.com/
"Nationwide Lift Trucks","2481 Port W Blvd. W Palm Beach 33407","954-900-9444",https://www.toyotaforklift.com/dealers/nationwide-lift-trucks-inc
"Lift Power, Inc","303 Southeast 17th Street Ocala, FL 34471","352-369-5000",http://www.liftpower.com/
"Nationwide Lift Trucks","3900 N. 28th Terrace Hollywood, FL 33020","954-900-9444",https://www.toyotaforklift.com/dealers/nationwide-lift-trucks-inc
"G.A.F. Equipment, Inc.","8085 West 26 Court Hialeah FL 33016","305-557-3637 / N/A",http://www.gafequipment.com/
"WE Johnson Equipment","7801 NW 52nd Street Doral FL 33166","305-882-7000",http://wej-fl.com/
"Lift Power, Inc.","6801 Suemac Place, Jacksonville FL 32254","904-783-0250",http://www.liftpower.com/
